@relation housing_train_cleaned

@attribute rent numeric
@attribute type {apartment,house,manufactured,townhouse,condo,duplex,flat,cottage/cabin,in-law,loft,land}
@attribute sqfeet numeric
@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute cats_allowed numeric
@attribute dogs_allowed numeric
@attribute smoking_allowed numeric
@attribute wheelchair_access numeric
@attribute electric_vehicle_charge numeric
@attribute comes_furnished numeric
@attribute laundry_options {'laundry on site','w/d hookups','w/d in unit',unknown,'laundry in bldg','no laundry on site'}
@attribute parking_options {'street parking','off-street parking',unknown,carport,'attached garage','detached garage','no parking','valet parking'}
@attribute demand {yes,no,unknown}

@data
920,apartment,1200,2,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
1500,house,2722,4,2,1,1,1,0,0,0,'w/d in unit','attached garage',no
1500,house,1720,3,2,1,1,0,0,0,0,'w/d in unit',unknown,yes
1200,house,1900,3,2,0,0,1,0,0,0,'w/d hookups','attached garage',yes
755,apartment,935,2,2,1,1,0,0,0,0,unknown,unknown,yes
720,apartment,600,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
625,apartment,860,1,1,1,1,1,1,0,0,'laundry on site','off-street parking',yes
1160,apartment,794,1,1,0,0,1,0,0,0,unknown,unknown,yes
850,apartment,1269,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
745,apartment,935,2,2,1,1,1,1,0,0,'w/d hookups','off-street parking',yes
1599,house,1500,4,2,1,1,1,1,0,0,'w/d hookups','off-street parking',no
769,apartment,850,2,1,1,1,1,0,0,1,'w/d hookups','off-street parking',yes
720,apartment,600,2,1,1,1,0,1,0,0,'w/d hookups','off-street parking',yes
1350,house,1520,3,2.5,0,0,0,0,0,0,'w/d in unit',carport,yes
900,apartment,1269,3,2,1,1,1,1,0,0,'w/d hookups','off-street parking',yes
1529,apartment,1169,2,2,0,0,0,1,0,0,'w/d in unit','attached garage',yes
1341,apartment,1100,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
935,apartment,1205,3,2,1,1,1,1,0,0,'w/d hookups','off-street parking',yes
1300,house,1800,4,2.5,1,1,1,0,0,0,'w/d hookups','attached garage',no
725,apartment,840,1,1,1,1,1,0,0,0,'w/d hookups',carport,yes
840,apartment,733,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1200,house,1804,3,2,1,1,1,0,0,0,'w/d hookups','attached garage',yes
915,apartment,985,2,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',yes
729,apartment,652,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
630,apartment,715,3,2,0,1,1,0,0,0,unknown,unknown,yes
754,apartment,971,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
1250,house,1350,3,2,0,0,0,0,0,0,'w/d hookups','attached garage',yes
695,apartment,1275,2,1,0,0,1,0,0,0,'w/d hookups','detached garage',yes
625,duplex,900,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1000,house,2900,6,4,0,0,0,0,0,0,unknown,unknown,yes
519,apartment,800,2,2,0,0,1,0,0,0,unknown,unknown,yes
2275,apartment,1170,2,2,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
279,apartment,350,1,1,0,0,1,1,0,1,unknown,'off-street parking',yes
1479,apartment,1359,3,2,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
585,apartment,405,0,1,0,0,1,0,0,0,'laundry on site',unknown,yes
845,apartment,1200,2,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
835,apartment,1200,2,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
1005,apartment,1400,3,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
880,apartment,1200,2,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
935,apartment,1036,2,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
910,apartment,1036,1,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
2275,apartment,1170,2,2,1,1,0,1,0,1,'w/d in unit','off-street parking',yes
860,apartment,1269,3,2,0,0,1,0,0,0,unknown,unknown,yes
825,apartment,1017,2,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
825,apartment,1269,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
847,apartment,987,2,1,1,1,0,1,0,0,'w/d hookups',unknown,yes
745,apartment,935,2,2,0,0,1,0,0,0,unknown,unknown,yes
880,apartment,1205,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
895,townhouse,1005,2,1.5,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
960,apartment,1084,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
679,apartment,709,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
860,apartment,1269,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
853,apartment,917,2,2,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
3500,house,2000,4,2,1,1,1,0,0,0,'w/d hookups','detached garage',no
600,apartment,499,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
930,apartment,1200,2,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
1815,apartment,1018,2,2,1,1,1,0,0,0,'w/d in unit','attached garage',yes
920,apartment,1036,1,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
975,house,1500,3,2,0,0,0,0,0,0,'w/d hookups',unknown,yes
950,apartment,1100,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
899,apartment,657,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
650,house,1200,2,1,1,1,1,0,0,0,'w/d hookups',carport,yes
680,apartment,686,1,1,1,1,0,0,0,0,'w/d hookups','street parking',yes
1031,apartment,744,1,1,1,1,1,0,0,0,unknown,'no parking',yes
704,townhouse,1200,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
459,apartment,1200,3,3,0,0,1,0,0,0,unknown,unknown,yes
1635,apartment,804,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
1200,in-law,1300,2,1,0,0,0,0,0,0,'w/d hookups',unknown,yes
4945,apartment,950,2,1,1,1,1,0,0,0,'w/d in unit','attached garage',yes
1714,apartment,875,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
880,apartment,1269,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
985,apartment,330,0,1,1,1,1,0,0,1,'laundry in bldg','off-street parking',yes
963,apartment,230,0,1,1,1,1,0,0,1,'laundry in bldg','off-street parking',yes
850,apartment,1269,3,2,0,0,1,0,0,0,unknown,unknown,yes
880,apartment,1205,3,2,0,0,1,0,0,0,unknown,unknown,yes
550,apartment,900,2,1,0,0,0,0,0,0,unknown,unknown,yes
679,apartment,661,1,1,1,1,1,0,0,0,unknown,'no parking',yes
700,apartment,686,1,1,0,0,1,0,0,0,unknown,unknown,yes
935,apartment,1036,1,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
1096,apartment,1050,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
600,manufactured,980,2,2,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
705,apartment,686,1,1,0,0,1,0,0,0,unknown,unknown,yes
985,apartment,230,0,1,1,1,1,0,0,1,'laundry in bldg','off-street parking',yes
529,manufactured,980,3,2,1,1,1,0,0,0,'w/d hookups','street parking',yes
1088,apartment,807,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
715,apartment,1000,2,1,1,1,1,0,0,0,unknown,unknown,yes
726,townhouse,760,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
779,apartment,950,2,1,1,1,1,0,0,0,unknown,'no parking',yes
786,apartment,863,1,1,0,0,1,0,0,0,'w/d in unit',unknown,yes
2063,apartment,1215,3,2,0,0,1,0,0,0,unknown,unknown,yes
2420,apartment,1082,2,2,1,1,0,0,0,0,'w/d in unit','detached garage',yes
519,apartment,828,2,2,0,0,1,0,0,0,unknown,unknown,yes
666,apartment,661,1,1,1,1,1,0,0,0,unknown,'no parking',yes
740,apartment,702,2,1,1,1,1,0,0,0,'laundry on site',unknown,yes
450,duplex,1200,2,1,1,1,1,0,0,0,'w/d hookups',carport,yes
835,apartment,1205,3,2,0,0,1,0,0,0,unknown,unknown,yes
479,apartment,120,3,3,0,0,1,0,0,0,unknown,unknown,yes
1175,apartment,1107,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
791,apartment,914,1,1,1,1,1,0,0,0,unknown,'no parking',yes
825,apartment,985,2,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',yes
825,apartment,1205,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
539,apartment,828,2,2,0,0,1,0,0,0,unknown,unknown,yes
1139,apartment,807,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
850,apartment,1127,2,2,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
768,apartment,950,2,1,1,1,1,0,0,0,unknown,'no parking',yes
479,apartment,1200,3,3,0,0,1,0,0,0,unknown,unknown,yes
895,apartment,1005,2,1.5,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
740,apartment,935,2,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
229,apartment,700,1,1,0,0,1,0,0,0,'laundry on site',unknown,yes
835,apartment,935,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
1095,apartment,1095,2,2,1,1,1,1,0,0,'w/d in unit',unknown,yes
729,house,2802,4,3,0,0,1,0,0,0,unknown,unknown,no
860,apartment,1035,2,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
700,apartment,686,1,1,1,1,0,0,0,0,'w/d hookups','street parking',yes
835,apartment,1205,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
926,apartment,829,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
661,apartment,675,1,1,1,1,1,0,0,0,unknown,'no parking',yes
500,apartment,1222,2,1,1,1,1,1,0,0,unknown,unknown,yes
850,apartment,733,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
730,apartment,935,2,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
740,apartment,935,2,2,0,0,1,0,0,0,unknown,unknown,yes
1334,apartment,1197,2,2,1,1,1,0,0,0,unknown,'no parking',yes
1043,apartment,744,1,1,1,1,1,0,0,0,unknown,'no parking',yes
719,apartment,930,2,1,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
760,apartment,950,2,1,1,1,1,0,0,0,unknown,'no parking',yes
1089,apartment,1128,2,0,1,1,1,0,0,0,unknown,unknown,yes
973,apartment,888,1,0,1,1,1,0,0,0,unknown,unknown,yes
1353,apartment,1407,3,3,1,1,1,0,0,0,'w/d in unit',unknown,yes
789,apartment,950,2,1,1,1,1,0,0,0,unknown,'no parking',yes
700,house,2136,2,2,1,1,1,1,0,1,'w/d in unit','attached garage',yes
809,apartment,1000,2,2,1,1,1,0,0,0,unknown,'no parking',yes
673,apartment,675,1,1,1,1,1,0,0,0,unknown,'no parking',yes
450,apartment,30,1,1,1,0,0,0,0,0,'w/d in unit','off-street parking',yes
860,apartment,1205,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
825,apartment,1205,3,2,0,0,1,0,0,0,unknown,unknown,yes
869,apartment,1324,3,2,0,0,1,0,0,0,'w/d in unit',unknown,yes
863,apartment,1250,2,2,0,0,1,0,0,0,'w/d in unit',unknown,yes
697,apartment,863,1,1,0,0,1,0,0,0,'w/d in unit',unknown,yes
930,apartment,1036,1,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
1025,apartment,1360,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1275,house,1750,5,2,1,1,1,0,0,0,unknown,unknown,no
1882,apartment,961,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
660,apartment,625,1,1,1,1,1,0,0,0,'laundry in bldg','street parking',yes
735,apartment,935,2,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
1040,apartment,985,2,1,0,0,1,0,0,0,'laundry in bldg','off-street parking',yes
660,apartment,625,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
975,house,1250,3,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
815,apartment,1200,2,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
1100,house,1650,4,2,1,1,0,0,0,0,'w/d hookups','off-street parking',no
1000,house,1650,4,2,1,1,0,0,0,0,'w/d hookups','off-street parking',no
1300,house,1900,3,2,0,0,0,0,0,0,'w/d hookups','detached garage',yes
1000,house,900,2,1,1,1,1,0,0,0,'w/d hookups',carport,yes
725,house,1000,3,1,1,1,0,0,0,0,'w/d hookups',carport,yes
500,house,755,3,3,0,0,1,0,0,0,unknown,unknown,yes
1550,townhouse,1703,3,2.5,0,0,0,0,0,0,'w/d in unit','attached garage',yes
730,apartment,935,2,2,0,0,1,0,0,0,unknown,unknown,yes
890,apartment,829,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
725,apartment,935,2,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
1450,duplex,800,2,1,0,1,0,0,0,0,'w/d in unit','off-street parking',yes
730,apartment,925,2,2,0,0,1,0,0,0,unknown,unknown,yes
880,apartment,740,1,1,1,1,1,1,0,0,'w/d hookups',unknown,yes
1020,apartment,800,2,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',yes
1110,apartment,780,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
682,apartment,675,1,1,1,1,1,0,0,0,unknown,'no parking',yes
530,apartment,688,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
754,apartment,1250,2,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
600,house,650,2,1,0,0,1,0,0,0,unknown,unknown,yes
570,house,610,2,1,0,0,1,0,0,0,unknown,unknown,yes
1425,apartment,550,0,1,1,1,1,0,0,0,'laundry on site','street parking',yes
750,apartment,1200,3,2,1,1,1,0,0,0,'w/d hookups',unknown,yes
1600,house,1100,2,2,0,0,0,0,0,0,'w/d in unit','off-street parking',yes
801,apartment,950,2,1,1,1,1,0,0,0,unknown,'no parking',yes
580,apartment,1154,2,1.5,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
725,apartment,525,0,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',yes
925,apartment,775,2,1,1,1,1,0,0,0,'laundry in bldg','street parking',yes
539,apartment,1200,2,2,0,0,1,0,0,0,unknown,unknown,yes
725,apartment,525,0,1,1,1,1,0,0,0,'laundry in bldg','street parking',yes
755,apartment,1000,2,1,1,1,1,0,0,0,'w/d hookups',unknown,yes
990,apartment,1050,2,2,0,0,1,0,0,0,unknown,unknown,yes
650,apartment,830,1,1,1,1,0,0,0,0,'laundry on site',unknown,yes
860,apartment,1050,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
699,apartment,930,2,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
957,apartment,829,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
781,apartment,950,2,1,1,1,1,0,0,0,unknown,'no parking',yes
550,townhouse,918,1,0,0,1,1,0,0,0,'laundry on site','street parking',yes
1429,apartment,1170,3,2,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
680,apartment,686,1,1,0,0,1,0,0,0,unknown,unknown,yes
650,apartment,1000,2,2,1,1,1,0,0,0,'w/d hookups',unknown,yes
599,apartment,1025,2,2,1,1,0,0,0,0,'laundry on site',unknown,yes
100,condo,815,1,1,0,0,0,0,0,1,'w/d in unit','street parking',yes
760,apartment,1000,2,2,1,1,1,0,0,0,unknown,unknown,yes
755,apartment,1100,2,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
1050,apartment,1100,2,2,0,0,1,0,0,0,'w/d hookups',carport,yes
870,apartment,928,2,2,0,0,1,0,0,0,'w/d hookups','street parking',yes
947,apartment,829,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
1235,apartment,1170,2,2,1,1,0,0,0,1,'w/d in unit','off-street parking',yes
850,apartment,1269,3,2,1,1,0,0,0,0,unknown,unknown,yes
865,apartment,1200,2,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
680,apartment,686,1,1,0,0,1,0,0,0,'w/d hookups','street parking',yes
725,apartment,935,2,2,1,1,0,0,0,0,unknown,unknown,yes
693,apartment,675,1,1,1,1,1,0,0,0,unknown,'no parking',yes
855,apartment,1269,3,2,0,0,1,0,0,0,unknown,unknown,yes
1814,apartment,1018,2,2,1,1,1,0,0,0,'w/d in unit','attached garage',yes
820,apartment,1014,2,2,1,1,1,0,0,0,unknown,'no parking',yes
1140,apartment,700,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
775,apartment,860,1,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',yes
630,house,925,2,1,1,1,1,0,0,0,unknown,unknown,yes
2063,apartment,1215,3,2,1,1,1,0,0,0,'w/d in unit','attached garage',yes
775,apartment,800,1,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',yes
800,apartment,775,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1429,apartment,1359,3,2,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
784,apartment,695,1,1,1,1,1,0,0,0,'w/d hookups',unknown,yes
650,apartment,525,0,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
825,apartment,985,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
713,apartment,1014,2,1,1,1,1,0,0,0,'laundry on site',unknown,yes
808,apartment,1014,2,1,1,1,1,0,0,0,'laundry on site',unknown,yes
821,apartment,1050,2,1.5,1,1,1,0,0,0,'w/d hookups',unknown,yes
662,apartment,661,1,1,1,1,1,0,0,0,unknown,'no parking',yes
1399,apartment,1407,3,3,1,1,1,0,0,0,'w/d in unit',unknown,yes
970,apartment,1400,3,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
527,apartment,828,1,1,1,1,1,0,0,1,'w/d in unit',unknown,yes
689,apartment,675,1,1,1,1,1,0,0,0,unknown,'no parking',yes
815,apartment,1000,2,2,1,1,1,0,0,0,unknown,'no parking',yes
953,apartment,744,1,1,1,1,1,0,0,0,unknown,'no parking',yes
830,apartment,1205,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
1010,apartment,941,2,1,1,1,1,0,0,0,unknown,'no parking',yes
855,apartment,1269,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
898,apartment,1324,3,2,0,0,1,0,0,0,'w/d in unit',unknown,yes
931,apartment,1250,2,2,0,0,1,0,0,0,'w/d in unit',unknown,yes
1150,house,1700,3,2,0,0,0,0,0,0,'w/d hookups',carport,yes
668,apartment,863,1,1,0,0,1,0,0,0,'w/d in unit',unknown,yes
675,apartment,675,1,1,1,1,1,0,0,0,unknown,'no parking',yes
900,apartment,950,1,1,1,1,1,0,0,0,'w/d hookups',carport,yes
771,apartment,700,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
830,apartment,1205,3,2,0,0,1,0,0,0,unknown,unknown,yes
991,apartment,1180,2,2,1,1,1,0,0,0,unknown,unknown,yes
1151,house,1700,3,2,0,0,0,0,0,0,'w/d hookups',carport,yes
1125,apartment,1107,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1064,apartment,807,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
1700,apartment,1921,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
960,apartment,1036,2,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
775,apartment,866,1,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
820,townhouse,1200,2,2.5,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
1643,apartment,1359,3,2,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
1329,apartment,1243,3,2,1,1,1,0,0,0,'laundry in bldg',unknown,yes
805,apartment,801,1,1,1,1,1,0,0,0,'laundry in bldg',unknown,yes
751,apartment,700,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
771,apartment,700,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
790,apartment,648,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
985,apartment,1090,2,2,1,1,1,0,0,0,'laundry in bldg',unknown,yes
925,apartment,892,2,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
860,apartment,1035,1,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
700,manufactured,1120,3,2,1,0,0,0,0,0,unknown,unknown,yes
860,apartment,733,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
668,apartment,675,1,1,1,1,1,0,0,0,unknown,'no parking',yes
962,apartment,829,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
600,house,1789,2,2,1,1,1,1,0,0,'w/d in unit','attached garage',yes
1000,house,1000,2,1,0,0,0,0,0,0,'w/d hookups','detached garage',yes
1768,townhouse,953,2,1.5,1,1,1,1,0,0,'w/d in unit','attached garage',yes
950,house,1100,3,1,0,1,0,0,0,0,'w/d in unit','off-street parking',yes
4325,apartment,1094,1,2,1,1,1,0,0,0,'w/d in unit','attached garage',yes
783,apartment,914,1,1,1,1,1,0,0,0,unknown,'no parking',yes
660,apartment,675,1,1,1,1,1,0,0,0,unknown,'no parking',yes
625,apartment,300,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
750,apartment,600,1,1,1,1,1,0,0,0,'w/d hookups',unknown,yes
1000,house,1230,3,2,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
1100,townhouse,1800,3,2,1,1,0,0,0,0,'w/d in unit',unknown,yes
931,apartment,829,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
625,apartment,300,0,1,1,1,1,0,0,0,'laundry on site',unknown,yes
1400,house,1500,3,2,0,0,1,0,0,0,'w/d in unit','attached garage',yes
1933,apartment,1116,2,2.5,1,1,1,0,0,0,'w/d in unit',carport,yes
750,apartment,900,2,1,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
635,apartment,500,0,1,1,1,0,0,0,0,'laundry in bldg',carport,yes
780,apartment,750,1,1,1,1,0,0,0,0,'laundry in bldg',carport,yes
920,apartment,980,2,2,1,1,0,0,0,0,'laundry on site',carport,yes
1091,apartment,800,1,1,1,1,0,0,0,0,'w/d in unit',unknown,yes
770,apartment,801,1,1,1,1,1,0,0,0,'laundry in bldg',unknown,yes
3250,house,1912,4,4.5,0,0,0,0,0,1,'w/d in unit','off-street parking',no
876,apartment,1012,2,1,1,1,1,0,0,0,'laundry in bldg',unknown,yes
790,apartment,648,1,1,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
725,apartment,925,2,2,0,0,1,0,0,0,unknown,unknown,yes
1100,cottage/cabin,1100,1,1,0,0,0,0,0,1,'no laundry on site','off-street parking',yes
1650,house,1785,4,2,0,0,0,0,0,0,'w/d hookups','off-street parking',no
3195,apartment,1100,2,1,1,1,1,0,0,0,'w/d in unit','detached garage',yes
825,apartment,1205,3,2,0,0,1,0,0,0,'w/d hookups','street parking',yes
730,apartment,935,2,2,0,0,1,0,0,0,'w/d hookups','street parking',yes
2306,apartment,719,1,1,1,1,1,1,1,0,'w/d in unit',carport,yes
1139,apartment,807,1,1,0,0,1,0,0,0,'w/d in unit',unknown,yes
1271,apartment,1150,2,2,1,1,0,0,0,0,'w/d in unit',unknown,yes
975,apartment,1400,3,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
525,apartment,700,2,1,0,0,0,0,0,0,unknown,unknown,yes
1095,apartment,1124,2,2,1,1,0,1,0,1,'w/d in unit',unknown,yes
1550,apartment,650,1,1,0,1,1,0,1,0,'laundry on site','street parking',yes
648,apartment,675,1,1,1,1,1,0,0,0,unknown,'no parking',yes
600,apartment,635,1,1,0,0,1,0,0,0,'no laundry on site',unknown,yes
995,apartment,950,1,1,1,1,1,1,0,0,'w/d in unit',unknown,yes
754,townhouse,1300,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
860,apartment,1036,2,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
650,apartment,625,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
750,apartment,600,1,1,1,1,1,0,0,0,unknown,unknown,yes
816,apartment,670,1,1,1,1,1,0,0,0,'w/d in unit','attached garage',yes
903,apartment,892,1,1,1,1,1,0,0,0,unknown,unknown,yes
655,apartment,650,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
845,apartment,1196,3,2,1,1,0,0,0,0,'w/d hookups',carport,yes
445,house,900,2,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
795,apartment,836,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
855,apartment,1205,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
900,condo,966,2,2,0,0,0,0,0,0,'w/d in unit','off-street parking',yes
646,apartment,675,1,1,1,1,1,0,0,0,unknown,'no parking',yes
1375,house,1790,4,2,1,1,0,0,0,0,'w/d hookups','attached garage',no
995,apartment,950,1,1,0,0,1,0,0,0,'w/d in unit',unknown,yes
599,apartment,500,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
750,house,1400,3,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1095,apartment,1124,2,2,0,0,1,0,0,0,'w/d in unit',unknown,yes
2100,house,2450,3,4,0,0,0,1,0,0,'w/d hookups','attached garage',yes
825,apartment,750,1,1,1,1,1,0,0,0,'w/d hookups',unknown,yes
900,apartment,1000,2,2,1,1,1,0,0,0,'w/d hookups',unknown,yes
893,apartment,895,2,2,1,1,0,1,0,0,'w/d hookups','off-street parking',yes
731,apartment,700,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1850,house,3000,5,4,0,0,1,0,0,0,'w/d hookups','attached garage',no
539,apartment,800,2,2,0,0,1,0,0,0,unknown,unknown,yes
700,house,1238,3,1,1,1,1,0,0,0,'w/d hookups',carport,yes
1285,apartment,1170,2,2,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
630,apartment,1277,2,2.5,0,0,1,0,0,0,'w/d hookups','street parking',yes
869,apartment,1005,2,1.5,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
690,apartment,858,2,1,1,1,1,0,0,0,'laundry on site',unknown,yes
1774,apartment,870,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
1200,house,1750,3,1,1,0,0,0,0,0,'w/d in unit','off-street parking',yes
800,apartment,1200,2,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
609,apartment,1472,4,4.5,1,1,0,1,0,1,'w/d in unit','off-street parking',no
799,townhouse,904,1,1.5,1,1,0,0,0,0,'laundry on site','street parking',yes
1850,duplex,1440,3,2,0,0,0,0,0,1,'w/d in unit',carport,yes
600,apartment,635,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
1599,house,1100,3,2,1,1,1,0,0,0,'w/d hookups',carport,yes
730,apartment,1174,3,2,1,1,1,0,0,0,'w/d hookups',unknown,yes
600,apartment,800,1,1,1,1,1,0,0,0,'w/d hookups',unknown,yes
1554,apartment,1407,3,3,0,0,1,0,0,0,'w/d in unit',unknown,yes
655,apartment,1284,3,1.5,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
880,apartment,1035,2,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
630,apartment,944,2,2,1,1,1,0,0,0,'w/d hookups',unknown,yes
850,apartment,1205,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
675,apartment,709,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
